id,제품명,제품회사,분류,성분,효능,용법,저장방법
220,뮤코스탑정(스트렙토키나제·스트렙토도르나제),한올바이오파마(주),20000225, 스트렙토키나제ㆍ스트렙토도르나제,"성인 : 1회 1~2정, 1일 4회 경구투여한다.","성인 : 1회 1~2정, 1일 4회 경구투여한다.체내에서의 작용기전은 아직 해명되지 않은 점이 많고 용량, 효과관계도 밝혀진 것이 아니므로 목적 없이 투여하지 않는다.연령, 증상에 따라 적절히 증감한다.","실온, 차광보관, 기밀용기"
221,바이오탑과립,한올바이오파마(주),20000713," 엔테로코쿠스페칼리스T110균, 클로스트리듐부티리쿰토아균, 바실루스 메센테리쿠스 토아균, 락토바실루스아시도필루스균","정장, 변비, 묽은 변, 복부팽만감, 장내이상발효",다음과 같이 연령에 따라 1일 3회 복용한다.만 15세 이상 : 1회 1g만 11세 이상  만 15세 미만 : 1회 0.66g만 8세 이상  만 11세 미만 : 1회 0.5g만 5세 이상  만 8세 미만 : 1회 0.33g만 3세 이상  만 5세 미만 : 1회 0.25g만 1세 이상  만 3세 미만 : 1회 0.2g,"기밀용기,실온보관(130℃)보관 "
222,바이오탑산,한올바이오파마(주),20000713," 엔테로코쿠스페칼리스T110균, 클로스트리듐부티리쿰토아균, 바실루스 메센테리쿠스 토아균, 락토바실루스아시도필루스균","정장, 변비, 묽은 변, 복부팽만감, 장내이상발효",다음과 같이 연령에 따라 1일 3회 복용한다.만 15세 이상 : 1회 1g만 11세 이상  만 15세 미만 : 1회 0.66g만 8세 이상  만 11세 미만 : 1회 0.5g만 5세 이상  만 8세 미만 : 1회 0.33g만 3세 이상  만 5세 미만 : 1회 0.25g만 1세 이상  만 3세 미만 : 1회 0.2g,"기밀용기, 실온보관(1 ~ 30℃)"
223,레보드정(레보설피리드),한올바이오파마(주),전문의약품, 레보설피리드,"기능성소화불량으로 인한 다음 증상의 완화: 복부팽만감, 상복부불쾌감, 속쓰림, 트림, 구역, 구토",성인 : 레보설피리드로서 1회 25 mg을 1일 3회 식전에 경구투여한다.,DUR성분(성분1/성분2..병용성분)유당
224,아미노탑캡슐(수출용),한올바이오파마(주),일반의약품," 염산리신, 팔미틴산레티놀, 질산치아민, 염산피리독신, 리보플라빈, 엘트리프토판, 엘이소로이신, 니코틴산아미드, 엘발린, 엘트레오닌, 엘페닐알라닌, 에르고칼시페롤, 초산토코페롤50%산, 엽산, 시아노코발라민0ㆍ1%, 아스코르빈산, 디엘메치오닌, 엘로이신, 판토텐산칼슘","자양강장, 허약체질, 육체피로, 병중병후 발열성 소모성 질환, 임신ㆍ수유기 등의 영양보급","성인 1일 2캅셀, 1일 1~2회 복용한다.",DUR성분(성분1/성분2..병용성분)레티놀
225,티로민정(티로프라미드염산염),한올바이오파마(주),전문의약품, 티로프라미드염산염,ㆍ성인 : 염산티로프라미드로서 1회 100㎎ 1일 23회 경구투여한다.,"ㆍ성인 : 염산티로프라미드로서 1회 100㎎ 1일 23회 경구투여한다.ㆍ연령, 증상에 따라 적절히 증감한다.","기밀용기, 실온(1  ~  30℃)보관"
226,박트로반크림(무피로신칼슘),한올바이오파마(주),20000106, 무피로신칼슘,"1) in vitro 및 임상유효균종 : 메치실린 내성균주를 포함한 황색포도상구균, 화농성연쇄구균",감염부위에 1일 3회 10일간 소량을 바른다. 필요한 경우 바른 부위를 드레싱하거나 밀봉할 수 있다.,"기밀용기, 25℃이하(얼리지말것)"
227,알비정400mg(알벤다졸),알리코제약(주),(주)한국파비스제약, 알벤다졸,"회충, 요충, 십이지장충, 편충, 아메리카 구충, 분선충의 감염 및 이들 혼합감염의 치료","1. 성인 및 24개월 이상의 소아는 아래의 양을 복용1) 요충 : 1일 1회 알벤다졸로서 400 mg을 복용한다. 박멸을 위하여 7일 뒤, 한번만 더 이 약으로서 400 mg을 복용한다.2) 회충, 십이지장충, 편충, 아메리카구충 : 이 약으로서 400 mg을 단회 복용한다.3) 분선충의 다른 기생충(조충)과 중증 혼합 감염시 : 1일 1회 이 약으로서 400 mg 씩 3일간 복용한다. 삼키기 어려울 경우 씹거나 소량의 물로 복용할 수 있으며 식사를 중단하거나 하제를 쓰는 등의 특별한 과정은 필요 없다(정제, 저작정에 한함). 치료 3주 후 검사를 하여 치료되지 않았으면 경우에 따라 2차 투여를 실시할 수 있다.",DUR성분(성분1/성분2..병용성분)유당
228,해피코프에스캡슐,알리코제약(주),일반의약품," 벤조산나트륨, 구아이페네신, 옥소메마진염산염, 아세트아미노펜","기침, 가래, 천식",성인 1회 12캅셀 1일 23회 복용한다.야간에 기침이 심한 환자는 용량을 증가시킬 수 있다.,"기밀용기, 실온보관"
229,"해리어연질캡슐(수출용)(수출명:아마린연질캡슐,리비톤연질캡슐)",알리코제약(주),20031230," 염산치아민, 염산피리독신, 리보플라빈, 니코틴산아미드, 시아노코발라민0ㆍ1%, 카르두스마리아누스엑스, 판토텐산칼슘","＊다음 질환의 보조치료 : 만성 간질환, 독성 간질환","성인 : 1회 1캡슐, 1일 3회 복용한다.치료 후 복용량을 1일 1~2캡슐로 줄인다.","차광, 기밀용기, 실온보관(1∼30℃)"
230,메트로정500밀리그램(메트포르민염산염),알리코제약(주),전문의약품, 메트포르민염산염,"식이요법 및 운동요법을 통해 혈당 조절이 충분치 않은 제2형 당뇨병 환자의 치료. (특히, 과체중인 당뇨병 환자)","성인투여 용량은 개인별로 약물효과와 내약성을 근거로 결정되어야 하며, 1일 추천 최대용량을 초과하지 않아야 한다.이 약은 위장관계 이상반응을 감소시키고 적절한 혈당조절에 필요한 최소용량을 확인하기 위하여 반드시 저용량으로 투여를 시작해야 하며, 1일 2～3회, 1회 500mg을 식사와 함께 투약한다. 용량의 증가는 매주 500mg씩 점차적으로 증량하며, 2000mg까지 투약할 경우는 보통 1일 2회 아침, 저녁으로 분할하여 투약한다. 2000mg을 초과하는 경우에는 1일 3회로 나누어 식사와 함께 투약하고 1일 최대 2550mg까지 투여할 수 있다.투약 개시 및 용량 조절시 이 약에 대한 치료반응을 측정하고 최소 유효용량을 확인하기 위하여 공복 시 혈당을 측정해야 한다. 혈중 당화 혈색소 농도를 약 3개월 간격으로 측정하여야 한다.이 약의 치료 목표는 단일요법으로 투여하거나, 설폰요소계 또는 인슐린과 병용투여 시, 최소 유효용량으로 투여하여 공복 시 혈당과 혈중 당화 혈색소 농도를 정상 수준 혹은 정상과 가까운 수준으로 감소시키는 것이다.일반적으로 식사요법만으로 혈당이 조절되던 환자가 일시적으로 혈당이 조절되지 않을 경우, 이 약을 단기간 투여하는 것으로도 충분한 효과를 얻을 수 있다.소아 및 성장기 청소년이약은 10세 이상의 소아 또는 성장기 청소년에 사용할 수 있다.일반적인 개시용량은 1일 1회 500 밀리그람이며 식사 중 또는 식사 종료 후 투여한다.일주일 후에 혈당 수치를 측정하여 용량을 조절해야 한다. 위장관계 부작용은 점진적인 용량 증가로 개선될 수 있다. 1일 최대용량은 2000mg이며. 해당 투여량을 2~3회로 나누어 투약한다.신 장애 환자이 약은 stage 3a의 중등도(moderate) 신장애 환자(크레아티닌 청소율CrCl 45≤~<60ml/min 또는 사구체 여과율(GFR) 45≤~<60mL/min/1.73㎡) 중, 유산산증 위험을 증가시킬 만 한 다른 증상을 동반하지 않은 경우 다음과 같은 용량 조절에 의해서 사용할 수 있다. 시작용량은 1일 1회 500mg 또는 850mg을 투여한다. 1일 최대 투여 용량은 1000mg으로, 2회로 분할하여 투여한다. 신기능을 36개월 마다 면밀히 관찰해야 한다. 크레아티닌 청소율 또는 사구체 여과율이 45ml/min 또는 45ml/min/1.73㎡ 미만으로 저하될 경우, 이 약의 투여는 즉각 중단되어야 한다.","밀폐용기, 실온(1~30℃)보관"
231,심바로틴정20밀리그램(심바스타틴),알리코제약(주),전문의약품, 심바스타틴,"관상동맥 심장 질환, 당뇨, 말초혈관질환, 뇌졸중 또는 기타 뇌혈관질환 병력으로 인해 관상동맥 사고의 위험성이 높은 성인 환자","이 약 투여 전 및 투여 중인 환자는 반드시 표준 콜레스테롤 저하식을 해야 한다.1. 심장혈관 질환에 대한 위험성감소관상동맥 심장 질환, 당뇨, 말초혈관질환, 뇌졸중 또는 기타 뇌혈관질환 병력으로 인해 관상동맥 심장 질환 사고의 위험성이 높은 성인 환자권장되는 초회 개시용량은 심바스타틴으로서 1일 40 mg이다.2. 고지혈증1) 관상동맥 심장 질환이 있는 고콜레스테롤혈증 환자의 위험성 감소 및 고지혈증일반적인 초회 개시용량으로 이 약으로서 20 mg을 1일 1회 저녁에 투여하는 것이 권장된다. 경증에서 중등도의 고콜레스테롤혈증 환자의 경우에는 이 약 10 mg으로 시작할 수 있다.1일 1회 저녁에 이 약 5 ～ 40 mg을 투여하는 것이 권장된다.투여시작 전 초기의 LDL콜레스테롤치, 치료의 목표치 및 환자의 약물에 대한 반응에 따라 용량을 적절히 조절한다. 콜레스테롤치를 치료 시작 후 4주 및 그 이후 정기적으로 측정하여 투여량을 조절한다. 콜레스테롤 수치가 목표 수치 이하로 저하되면 감량한다.횡문근융해를 포함한 근육병증의 위험성 증가로 인해, 특히 치료 첫해 동안 이 약 80 mg 용량의 사용은 근육 독성의 증거 없이 이 약 80 mg을 12개월 이상 복용한 환자에게만 투여한다(사용상의 주의사항 중 1. 경고 참조).2) 피브레이트계 약물(겜피브로질 및 페노피브레이트는 제외), 아미오다론, 베라파밀, 딜티아젬, 암로디핀과 이 약을 병용투여하는 환자, 특정 환자군(즉, 동형접합 가족형 고콜레스테롤혈증 환자, 고령자, 신장애 환자)에게 권장되는 용량에 대해서는 아래의 내용을 참조한다.(1) 동형접합 가족형 고콜레스테롤혈증 환자에의 투여대조임상시험결과 동형접합 가족형 고콜레스테롤혈증 환자의 경우 이 약을 1일 40 mg씩 저녁에 투여한다. 다른 지질저하치료(예, LDL apheresis)와 병행하거나, 다른 지질저하치료가 불가능한 경우 이 약을 투여한다.(2) 고령자에서는 이 약으로서 1일 용량 20 mg으로도 콜레스테롤치의 최대감소 효과를 얻을 수 있다.(3) 베라파밀 또는 딜티아젬 또는 드로네다론을 투여하는 환자에의 투여베라파밀 또는 딜티아젬 또는 드로네다론을 투여하는 환자에게 이 약을 병용투여하는 경우 이 약의 용량은 1일 10 mg을 초과해서는 안 된다.(4) 아미오다론 또는 암로디핀 또는 라놀라진을 투여하는 환자에의 투여아미오다론 또는 암로디핀 또는 라놀라진을 투여하는 환자에게 이 약을 병용투여하는 경우 이 약의 용량은 1일 20 mg을 초과해서는 안 된다(사용상의 주의사항 중 6. 상호작용 참조).(5) 다른 지질저하제와의 병용투여이 약은 단일투여 또는 담즙산제거약과 병용투여시 효과적이다. 이 약을 피브레이트계 약물(겜피브로질 (사용상의 주의사항 중 2. 다음 환자에는 투여하지 말 것 참조) 및 페노피브레이트는 제외)과 병용투여하는 경우, 이 약의 용량은 1일 10 mg을 초과해서는 안 된다. (사용상의 주의사항 중 6. 상호작용 참조).(6) 신장애 환자에의 투여이 약은 신장으로 많이 배설되지 않으므로 경증 내지 중등도의 신장애 환자의 경우 용량 조절을 필요로 하지 않으나 중증 신장애 환자의 경우에는 초기 투여량을 1일 5 mg으로 시작하여 세심하게 모니터링하여야 한다.3. 이형접합 가족형 고콜레스테롤혈증 소아 환자(10 ～ 17세)에의 투여권장 초회용량은 이 약으로서 1일 1회 10 mg으로 저녁에 투여한다. 권장 용량 범위는 1일 10 ～ 40 mg으로 권장 최대용량은 1일 40 mg이다. 투여용량은 권장되는 치료목표에 따라 개개 환자에서 적절히 증감한다. 용량 조절시 4주 또는 그 이상의 간격을 두어야 한다.",DUR성분(성분1/성분2..병용성분)코비시스타트심바스타틴
232,쎄레론지크림(수출명: GENTAX B Cream),동성제약(주),20030415," 베타메타손발레레이트, 겐타마이신황산염"," 2차 감염된 알레르기성 또는 염증성 피부질환 : 습진, 접촉피부염, 지루피부염, 아토피피부염, 광피부염만성단순태선, 간찰진, 박탈피부염, 가려움, 건선",1일 1∼3회 환부에 적당량을 바른다.,"기밀용기, 실온보관"
233,네오티카솔연고,동성제약(주),20030417," 네오마이신황산염, 센텔라아시아티카정량추출물, 히드로코르티손아세테이트","네오마이신 감수성 세균에 의해 2차 감염된 코르티코이드 반응성 피부질환의 초기 치료 : 피부염, 감염된 상처",1일 1～2회 적당량을 환부에 바른다.,"기밀용기, 실온보관"
234,티스롤정(옥수수불검화정량추출물),동성제약(주),20030702, 옥수수불검화정량추출물,"치주치료 후 치은염, 경ㆍ중등도 치주염의 보조치료","성인 : 초기량으로는 옥수수의 불검화정량추출물로서 1회 70㎎(2정), 1일 3회 식전에 경구투여(복용) 한다. 유지량으로는 1회 35㎎(1정), 1일 3회 식전에 경구투여(복용) 한다.연령, 증상에 따라 적절히 증감한다.",DUR성분(성분1/성분2..병용성분)유당
235,씨클리어정,동성제약(주),일반의약품," 엘시스테인, 아스코르빈산97%과립, 판토텐산칼슘","습진, 여드름, 두드러기, 피부발진, 기미, 주근깨, 햇볕에 탄 부위 등의 색소침착증, 약물에 의한 피부염, 전신권태",성인(15세 이상) : 1회 2정7세 이상～15세 미만 : 1회 1정1일 3회 복용한다.,"밀폐용기, 실온보관(1∼30℃)"
236,디파졸캡슐(플루코나졸),영진약품(주),신일제약(주), 플루코나졸,약물투여경로는 환자의 임상상태에 따라 결정한다.,"약물투여경로는 환자의 임상상태에 따라 결정한다.경구제제의 흡수는 빠르고 거의 완전하게 흡수되므로, 경구제제(캡슐, 건조시럽)와 주사제제의 투여량은 같다. 성인1. 질칸디다증: 플루코나졸로서 150 mg 단회 경구투여2. 점막 칸디다증1) 구강 인두 칸디다증: 이 약으로서 보통 1일 1회 50 mg을 714일간 투여하며 의사의 판단에 따라 연장 투여할 수 있다.2) 만성 위축성 구강칸디다증(의치로 인한 구강 내 통증): 이 약으로서 보통 1일 1회 50 mg을 14일간 투여하며 의치의 국소 소독을 병행해야 한다.3) 기타 점막 칸디다증 (질칸디다증을 제외한 식도칸디다증, 비침습성 기관지 폐감염증, 칸디다뇨증, 피부 점막 칸디다증 등): 이 약으로서 보통 1일 1회 50 mg을 1430일간 투여하며 난치성 점막 칸디다증의 경우에는 1일 1회 100 mg으로 증량할 수 있다.3. 칸디다혈증, 파종성 칸디다증 및 그 외의 침습성 칸디다 감염증(복막, 심내막, 폐, 비뇨기계 등)을 포함한 전신칸디다증: 이 약으로서 보통 첫날 400 mg을 1회 투여하고 다음날부터 1일 1회 200 mg을 투여하며, 환자의 반응에 따라 1일 1회 400 mg까지 증량할 수 있다. 투여기간은 임상적 반응 및 의학적 판단에 따라 결정한다.4. 크립토콕쿠스 수막염 및 다른 부위의 크립토콕쿠스증: 이 약으로서 보통 첫날 400 mg을 1회 투여하고 다음날부터 1일 1회 200400 mg을 투여한다. 치료기간은 임상반응 및 진균학적 반응에 의해 결정되나 보통 최소한 6 ~ 8주간 투여해야 한다.5. AIDS 환자의 크립토콕쿠스 수막염 재발 방지를 위해서는 환자가 기초 치료를 모두 받은 후 이 약으로서 1일 1회씩 200 mg을 무기한 투여한다.6. 세포독성화학요법이나 방사선요법, 골수이식으로 인한 호중구 감소증으로 인해 진균 감염증의 위험이 있는 면역부전 환자의 진균 감염증 예방: 환자의 진균 감염증에 걸릴 위험정도에 따라 이 약으로서 1일 1회 50400 mg을 투여하여야 한다. 전신성 진균 감염증의 위험이 매우 높은 환자, 즉 골수이식의 경우와 같이 호중구 감소증이 심하거나 호중구 감소증 기간이 길 것으로 예상되는 환자에게는 1일 1회 400 mg을 권장한다. 이러한 환자에게는 호중구 감소증이 시작되리라고 예상되는 56일전부터 400 mg을 투여하여야 하며 호중구수가 1,000 cells/mm3이상으로 증가된 후에도 1주일 동안 계속 400 mg 을 투여하여야 한다.7. 손∙발톱진균증에는 1주 1회 150 mg씩 투여하며, 투여기간은 손, 발톱이 다시 자랄 때까지 (감염되지 않은 새로운 손, 발톱이 자랄 때까지) 투여한다. 새로운 손톱이 자라는데 걸리는 기간은 보통 36개월, 발톱의 경우 612개월 정도 걸리며 성장속도는 개인별로 연령에 따라 다를 수 있다. 장기간 투여로 성공적으로 치료한 후 때때로 손, 발톱이 손상된 채로 있는 경우도 있다.무좀(족부백선), 체부백선, 완선(샅백선), 피부칸디다증을 포함한 피부 진균감염증: 이 약으로서 보통 1일 1회 50 mg 또는 1주 1회 150 mg을 24주간 투여한다. 그러나 무좀의 경우 경과에 따라 6주간 투여가 필요할 수도 있다. 어루러기는 1일 1회 50 mg을 24주간 투여한다. 소아성인용량에 근거한 소아용량은 일반적으로 다음과 같은 기준을 적용하며, 최대 400 mg 을 초과하지 않는다. 성인용량  소아용량  100 mg  3 mg/kg  200 mg  6 mg/kg  400 mg  12 mg/kg 단, 생후 6개월 미만의 영아에 대한 안전성, 유효성이 확립되어 있지 않다(사용상의 주의사항 참조).1. 구강 인두 칸디다증이 약으로서 첫날 체중 kg당 6 mg을 투여하고, 다음날부터 1일 1회 체중 kg당 3 mg을 투여한다. 재발방지를 위해 최소 2주간 투여해야 한다.2. 식도 칸디다증이 약으로서 첫날 체중 kg당 6 mg이며, 다음날부터는 1일 1회 체중 kg당 3 mg을 투여한다. 환자의 반응에 따라 1일 1회 체중 kg당 12 mg까지 증량할 수 있다. 최소 3주간, 증상 소실 후 적어도 2주간 투여한다.3. 칸디다혈증, 파종성 칸디다증 및 그 외의 다른 침습성 칸디다 감염증(복막, 심내막, 폐, 비뇨기계 등)을 포함한 전신 칸디다증1일 1회 체중 kg당 612 mg의 용량을 투여한다. 투여기간은 임상적 반응 및 의학적 판단에 따라 결정한다.4. 크립토콕쿠스 수막염이 약으로서 첫날 체중 kg당 12 mg을 투여하고, 다음날부터 1일 1회 체중 kg당 6 mg을 투여한다. 환자의 반응에 따라 1일 1회 체중 kg당 12 mg으로 증량할 수 있다. 치료기간은 뇌척수액 배양 음성 소견이 있은 후 1012주간 동안 투여한다.5. AIDS환자의 크립토콕쿠스 수막염의 재발방지를 위해서는 환자가 기초치료를 모두 받은 후 1일 1회 체중 kg당 6 mg을 투여한다.6. 신장애 소아는 신장애 정도에 따라 성인 신장애 환자와 동일한 기준으로 투여간격을 늘리고 용량을 줄여야 한다. 10 mg미만의 용량을 투여할 때는 정확한 양을 맞추기 위해 소아의 임상적 상태에 따라 시럽제를 경구투여하거나, 주사제를 정맥주사 하여야 한다. 고령자신기능이 정상인 경우에는 보통 성인 용량을 투여하며 신장애가 있을 때에는(크레아티닌 청소율 50 mL/min이하) 투여용량을 줄이거나 투여간격을 늘려야 한다. 신장애 환자이 약은 변화되지 않은 채 주로 소변을 통해 배설된다. 한번만 투여하는 경우에는 용량조절이 필요 없으나 여러 번 투여해야 하는 경우에는 투여첫날에만 상용량을 투여하고 다음날부터는 다음과 같이 용량을 조절해야 한다. 크레아티닌 청소율(mL/min)  권장되는 투여용량  > 50 ≤50 (투석하지 않음) 혈액투석 환자  상용량의 100 % 상용량의 50% 각 혈액투석 후에 상용량의 100% 혈액투석을 받는 환자의 경우 각 혈액투석 후에 상용량의 100%를 투여해야 한다. 투석을 하지 않는 날에는 크레아티닌 청소율에 따라 감량하여 투여해야 한다.",DUR성분(성분1/성분2..병용성분)플루코나졸에리트로마이신
